Entry	Gene names  (primary )	Cross-reference (STRING)
Q04003	SAS4	4932.YDR181C;
Q02608	MRPS16	4932.YPL013C;
Q03722		4932.YML020W;
Q04502		4932.YML089C;
Q8TGQ9		4932.YNL103W-A;
P0CX14	YRF1-3	4932.YPL283C;
Q3E751		4932.YPL119C-A;
Q02606		4932.YPL014W;
Q06523		
Q12179		4932.YPL245W;
Q02767	VPS28	4932.YPL065W;
Q12483	SNF8	4932.YPL002C;
P53324	SAY1	4932.YGR263C;
P46950	SNG1	4932.YGR197C;
P43544	SNO3	4932.YFL060C;
P33202	UFD4	4932.YKL010C;
P39929	SNF7	4932.YLR025W;
P0CX52	RPS16B	
P53340		
A0A023PYC6		
P0CX88		
P38841		4932.YHR138C;
P0CL42		
A0A023PZK4		
P33332	SEC3	4932.YER008C;
P53064	RTF1	4932.YGL244W;
P06701	SIR3	4932.YLR442C;
P25349	YCP4	4932.YCR004C;
P25614		4932.YCR013C;
Q07535		
P38966		4932.YDR089W;
Q99231	TY1B-DR3	
P40586		4932.YIR042C;
P47106		
Q3E763		
P48569		4932.YDL183C;
P87281		
P47115		4932.YJR056C;
P0C5P1		
Q3E837		
P87271		4932.YDR455C;
P47157		4932.YJR120W;
Q3E7B7		4932.YDL085C-A;
P0CL24		
P39542		4932.YJL193W;
Q8TGN0		
Q3E7A0		
Q03904		4932.YDR133C;
Q12426		
P52491	UBC12	4932.YLR306W;
Q86ZR7		4932.YKL033W-A;
P34251		4932.YKL107W;
A0A023PXJ7		
P32630	UTR5	4932.YEL035C;
P0CX72	TY1A-LR2	
O13573		4932.YLR252W;
O13550		
Q7LIF2		
Q06689		4932.YLR413W;
O13556		4932.YLR462W;
Q06204		4932.YLR446W;
Q04210	YET2	4932.YMR040W;
Q3E755		4932.YBR200W-A;
P53274		4932.YGR126W;
Q3E830		4932.YCR075W-A;
P38763		4932.YHR022C;
P38834		
P38829		4932.YHR122W;
Q03885		
Q8TGN5		
Q12229	UBX3	4932.YDL091C;
P54730	UBX4	4932.YMR067C;
P23202	URE2	4932.YNL229C;
Q06672	TSR2	4932.YLR435W;
Q04964	SML1	4932.YML058W;
P40063	RTT105	4932.YER104W;
Q12136	SAS10	4932.YDL153C;
P54860	UFD2	4932.YDL190C;
P36137	UIP5	4932.YKR044W;
P38067	UGA2	4932.YBR006W;
Q3E7B6	VMA9	4932.YCL005W-A;
P0CD98		4932.YLL053C;
Q6B108		4932.YML116W-A;
A2P2R3		4932.YMR084W;
Q04223		4932.YMR130W;
Q04526		4932.YML083C;
P53837		4932.YNL276C;
P53975		4932.YNL019C;
P40169		4932.YNL194C;
Q08789		4932.YOR333C;
Q12506		4932.YOR314W;
Q08620		4932.YOR200W;
Q99318		4932.YOR318C;
Q12484		4932.YOR343C;
Q8TGK9		
Q08976		4932.YPL261C;
P0CX73	TY1A-PL	
Q02754		4932.YPL067C;
P0C5R5		
P38298	YPC1	4932.YBR183W;
O13567		
Q02864		
P21576	VPS1	4932.YKR001C;
P32319	PEP1	4932.YBL017C;
Q92331	VPS5	4932.YOR069W;
P47161	VPS70	4932.YJR126C;
Q06594		4932.YPR195C;
Q9ZZW2		
P14120	RPL30	4932.YGL030W;
P53721	RCF2	4932.YNR018W;
Q03713	RCF1	4932.YML030W;
P36520	MRPL10	4932.YNL284C;
P53140	RMD9	4932.YGL107C;
P53969	SAM50	4932.YNL026W;
A0A023PYI2		
P41834	UFE1	4932.YOR075W;
P0C5P2		
P36119		4932.YKR023W;
P35725		
P34248		4932.YKL100C;
P52492	UBC11	4932.YOR339C;
P36073		
P0C0V2		4932.YER188C-A;
P36058		4932.YKL153W;
Q07986		4932.YLR036C;
Q02209		4932.YKR011C;
Q12088	TY1B-LR1	
Q06267		4932.YLR184W;
O13564		
O13578		
P39978		4932.YEL067C;
P0CX61	TY2A-F	4932.YGR161W-A;
A0A023PXH5		4932.YBR126W-B;
Q8TGU6		4932.YBR182C-A;
I2HB52		4932.YBR056W-A;
P38322		
P38209		4932.YBL012C;
Q8TGP0		
A0A023PXH4		
P53213		4932.YGR022C;
Q12316	TY1B-GR3	
P53269		
Q96VH1		4932.YCR018C-A;
P43593	UBP6	4932.YFR010W;
P38799		4932.YHR078W;
P38864		4932.YHR173C;
P0CF21		
P25654		4932.YCR090C;
Q12082		4932.YDL157C;
P53250	TWF1	4932.YGR080W;
P47028		4932.YJL086C;
P47003		
P36155		4932.YKR075C;
P36158		4932.YKR078W;
Q2V2P3		
P36153		4932.YKR073C;
Q04597		4932.YDR114C;
A0A023PZF2		4932.YEL009C-A;
P0C5M6		
P36074		4932.YKL111C;
A0A023PZB8		
P0CX95		4932.YPR204C-A;
P40498	UTP25	4932.YIL091C;
P36111		4932.YKR015C;
P40104		4932.YER189W;
P42936		4932.YGR201C;
P53278		4932.YGR130C;
P53321		4932.YGR259C;
P22803	TRX2	4932.YGR209C;
O13534		4932.YHR214W-A;
P53071		4932.YGL235W;
Q6Q5P6	TY4A-H	4932.YHL009W-A;
P0C5N8		
A0A023PZE4		
P38223		4932.YBR032W;
P40543		4932.YIL024C;
Q06263	VTA1	4932.YLR181C;
Q08419		4932.YOR050C;
P0C5S1		
P12954	SRS2	4932.YJL092W;
P38255	RXT2	4932.YBR095C;
P0C5E1		
P0CX58	TY1A-PR1	
P20107	ZRC1	4932.YMR243C;
P22219	VPS15	4932.YBR097W;
P20795	VPS33	4932.YLR396C;
P24867	PCL1	4932.YNL289W;
P53117	RRT6	4932.YGL146C;
Q07829	RRT7	4932.YLL030C;
P32611	RML2	4932.YEL050C;
P40561	SGN1	4932.YIR001C;
Q04083	THI74	4932.YDR438W;
P23201	SPA2	4932.YLL021W;
P35202	THI80	4932.YOR143C;
P39007	STT3	4932.YGL022W;
Q04487	SHH3	4932.YMR118C;
P51534	SHE4	4932.YOR035C;
P50078	TOS2	4932.YGR221C;
P14359	SNA3	4932.YJL151C;
P36167	SRL3	4932.YKR091W;
Q07928	GAT3	4932.YLR013W;
Q04082	GPI19	4932.YDR437W;
Q12171	MDM32	4932.YOR147W;
Q99181	HSH49	4932.YOR319W;
P10592	SSA2	4932.YLL024C;
P38284	ICS2	4932.YBR157C;
P39923	NPR2	4932.YEL062W;
P32903	PMP1	4932.YCR024C-A;
Q08237	REX4	4932.YOL080C;
P46675	STU2	4932.YLR045C;
P0CX31	RPS24A	4932.YIL069C;
O13516	RPS9A	4932.YPL081W;
P53541	SPO1	4932.YNL012W;
P17123	SPO12	4932.YHR152W;
P23179	SPO11	4932.YHL022C;
Q06160	SPH1	4932.YLR313C;
P48231	TCB2	4932.YNL087W;
P50875	SPT20	4932.YOL148C;
P38758	TDA3	4932.YHR009C;
Q12038	SRO7	4932.YPR032W;
P32583	SRP40	4932.YKR092C;
Q04053	SNX41	4932.YDR425W;
P40479	SDP1	4932.YIL113W;
P53732	MRPS12	4932.YNR036C;
Q8TGJ8		
Q3E6R5		4932.YDR381C-A;
Q3E737		4932.YJL047C-A;
P87282		
Q8TGR6		4932.YDR524C-A;
P0CX74	TY1A-JR1	4932.YML040W;
Q8TGT3		
Q12472	TY2B-DR1	
P47062		
P25561		
A0A023PYD3		4932.YDR094W;
P47072		4932.YJL016W;
P38820	UBA4	4932.YHR111W;
P47091		
P36135	UTH1	4932.YKR042W;
Q05946	UTP13	4932.YLR222C;
Q02931	NAN1	4932.YPL126W;
A0A023PZH1		
P0C5M8		
A0A023PYE4		
A0A023PYF7		
Q12177		4932.YLL056C;
Q02159	UBC7	4932.YMR022W;
P15732	UBC5	4932.YDR059C;
Q12288		4932.YLR126C;
P0CY05		
P0C5P6		4932.YLR163W-A;
P0C5P7		
P54072		4932.YLR152C;
P39972		4932.YEL075C;
P34225	YEL1	4932.YBL060W;
P40076		4932.YER121W;
Q8TGQ6		
Q3E7Y4		4932.YHR218W-A;
P38317		4932.YBR219C;
Q03186		
P53209		4932.YGR016W;
P53222		4932.YGR035C;
Q8TGT8		
P0CX64	TY2B-GR2	
P53234		
P53211		
P53161		4932.YGL072C;
P38900		4932.YHR219W;
A0A023PXF5		
P0CL34		4932.YNL339W-B;
P38315	YBP1	4932.YBR216C;
P38240		
P38235		4932.YBR053C;
P37263		4932.YCR087C-A;
P38722		4932.YHL049C;
P38256		4932.YBR096W;
P34241	URB1	4932.YKL014C;
P38809		4932.YHR097C;
P25577		4932.YCL049C;
Q99219	TY3A-I	4932.YIL082W;
P39076	CCT2	4932.YIL142W;
P32573	SPS19	4932.YNL202W;
P13856	RSR1	4932.YGR152C;
P40537	ULP2	4932.YIL031W;
P0C5Q4		
Q03823		
Q6B0X1		
Q04215	TY1A-MR1	4932.YMR046C;
Q03703		4932.YML037C;
P0CF18		4932.YMR085W;
Q04838		
P32843	YME2	4932.YMR302C;
Q12391	TY1A-NL1	
P53980		4932.YNL011C;
Q3E767		
P38806	YNG2	4932.YHR090C;
P53864		
P53926		
Q12169		4932.YOR015W;
Q8TGJ1		4932.YOL166W-A;
P0C5R4		
P0CL40		
O13587		4932.YPR096C;
Q12414	TY1B-PL	
Q08990		4932.YPL278C;
P26786	RPS7A	4932.YOR096W;
P38838	WSS1	4932.YHR134W;
A0A023PZG9		
P40517	YRB2	4932.YIL063C;
Q99337	TY1B-NL2	
Q12340	YRM1	4932.YOR172W;
P40009	YND1	4932.YER005W;
Q12470	TY1A-NL2	4932.YNL054W-A;
P53960		4932.YNL040W;
Q12322		4932.YOL114C;
P34161	YOX1	4932.YML027W;
O13566		
Q03390	VPS60	4932.YDR486C;
P52917	VPS4	4932.YPR173C;
P32772	UGX2	4932.YDL169C;
P43587	YPI1	4932.YFR003C;
P32329	YPS1	4932.YLR120C;
Q12241	VAM3	4932.YOR106W;
Q04711	TY1B-ML1	4932.YML045W;
A0A023PYJ4		
Q6B0Y8		4932.YML012C-A;
A0A023PZL2		
Q04276		
P32842	VMA11	4932.YPL234C;
P53936		4932.YNL089C;
Q08216		
P40162		
P0CL30		
Q8TGL6		
Q3E736		4932.YOR192C-C;
Q08272		4932.YOL134C;
Q02831		4932.YPL077C;
Q08953		4932.YPL197C;
P32527	ZUO1	4932.YGR285C;
P0C5R7		4932.YPR169W-A;
P0CX98		
A5Z2X5		4932.YPR010C-A;
P32563	VPH1	4932.YOR270C;
O13548		4932.YPR099C;
P32341	VPH2	4932.YKL119C;
P0CX97		
P53142	VPS73	4932.YGL104C;
P53285	VPS62	4932.YGR141W;
P17065	SEC2	4932.YNL272C;
P40522	VHR1	4932.YIL056W;
P40061	TSC11	4932.YER093C;
P0CY00		
Q12363	WTM1	4932.YOR230W;
Q03508		4932.YMR265C;
Q8TGM0		
Q3E7Z2		
P53826		4932.YNL319W;
P40105	YRF1-2	4932.YER190W;
P53964		4932.YNL033W;
P38280	YSW1	4932.YBR148W;
Q12496		4932.YOL098C;
Q3E7Y7		
Q08270		4932.YOL131W;
Q3E7A5		
